symbol,price,signal,score,confidence,buy_votes,sell_votes,ret_1d,ret_5d,ret_1mo,ret_3mo,vol_ann,reason,sig_trend,sig_momentum,sig_rsi,sig_macd,sig_bollinger,sig_volume,sig_reversal,sig_volatility
XPEV,17.7,NEUTRAL,-1,12.5,2,3,1.09,-11.94,-11.94,-11.94,65.7,Price < SMA50 < SMA200 (downtrend) | 12-1mo return: -19.6% | RSI=35.6 (bullish zone),-1,-1,1,-1,1,0,0,0
PDD,100.87,NEUTRAL,0,0.0,1,1,-0.89,2.62,2.62,2.62,33.7,Price < SMA50 < SMA200 (downtrend) | MACD line above signal,-1,0,0,1,0,0,0,0
BILI,23.05,WEAK BUY,2,25.0,3,1,0.7,20.87,20.87,20.87,51.4,12-1mo return: +44.2% | RSI=38.1 (bullish zone) | MACD line below signal,0,1,1,-1,1,0,0,0
TME,9.17,WEAK SELL,-2,25.0,2,4,2.46,-46.16,-46.16,-46.16,100.1,Price < SMA50 < SMA200 (downtrend) | 12-1mo return: -19.2% | RSI=16.0 (oversold),-1,-1,1,-1,1,0,0,-1
BIDU,110.96,BUY,4,50.0,4,0,-0.84,31.48,31.48,31.48,37.2,12-1mo return: +41.0% | RSI=30.0 (oversold) | MACD bullish crossover,0,1,1,1,1,0,0,0
QFIN,12.99,NEUTRAL,1,12.5,3,2,0.08,-68.56,-68.56,-68.56,43.0,Price < SMA50 < SMA200 (downtrend) | 12-1mo return: -63.6% | RSI=39.9 (bullish zone),-1,-1,1,1,1,0,0,0
FUTU,140.16,NEUTRAL,1,12.5,2,1,0.09,30.55,30.55,30.55,52.2,Price < SMA50 < SMA200 (downtrend) | 12-1mo return: +36.2% | MACD line above signal,-1,1,0,1,0,0,0,0
EDU,56.42,NEUTRAL,-1,12.5,1,2,-0.83,14.98,14.98,14.98,26.5,RSI=61.3 (bearish zone) | MACD line above signal | Near upper band (BB%=0.77),0,0,-1,1,-1,0,0,0
ATHM,17.36,NEUTRAL,1,12.5,3,2,-1.03,-30.31,-30.31,-30.31,29.0,Price < SMA50 < SMA200 (downtrend) | 12-1mo return: -27.9% | RSI=31.3 (bullish zone),-1,-1,1,1,1,0,0,0
MNSO,16.06,WEAK BUY,2,25.0,3,1,-1.77,-8.33,-8.33,-8.33,35.4,Price < SMA50 < SMA200 (downtrend) | RSI=43.4 (bullish zone) | MACD line above signal,-1,0,1,1,1,0,0,0
HMC,24.15,WEAK BUY,2,25.0,3,1,-0.66,-20.92,-20.92,-20.92,29.5,Price < SMA50 < SMA200 (downtrend) | RSI=30.9 (bullish zone) | MACD line above signal,-1,0,1,1,1,0,0,0
TAL,11.2,NEUTRAL,1,12.5,1,0,-0.27,5.36,5.36,5.36,30.9,MACD line above signal,0,0,0,1,0,0,0,0
GDS,39.91,WEAK BUY,2,25.0,3,1,-4.2,59.07,59.07,59.07,60.9,12-1mo return: +52.4% | RSI=42.0 (bullish zone) | MACD line below signal,0,1,1,-1,1,0,0,0
TM,207.01,BUY,4,50.0,4,0,-1.27,11.23,11.23,11.23,22.8,12-1mo return: +25.1% | RSI=44.6 (bullish zone) | MACD line above signal,0,1,1,1,1,0,0,0
YUMC,49.19,WEAK BUY,2,25.0,3,1,0.2,10.48,10.48,10.48,26.8,12-1mo return: +17.5% | RSI=33.0 (bullish zone) | MACD line below signal,0,1,1,-1,1,0,0,0
WB,8.68,WEAK BUY,2,25.0,3,1,-1.03,-5.75,-5.75,-5.75,41.2,Price < SMA50 < SMA200 (downtrend) | RSI=22.6 (oversold) | MACD bullish crossover,-1,0,1,1,1,0,0,0
SE,82.28,NEUTRAL,0,0.0,2,2,0.15,-48.96,-48.96,-48.96,43.5,Price < SMA50 < SMA200 (downtrend) | 12-1mo return: -45.3% | RSI=43.0 (bullish zone),-1,-1,1,1,0,0,0,0
SAP,171.77,NEUTRAL,-1,12.5,2,3,0.24,-42.15,-42.15,-42.15,31.5,Price < SMA50 < SMA200 (downtrend) | 12-1mo return: -34.1% | RSI=29.5 (oversold),-1,-1,1,-1,1,0,0,0
INFY,13.74,SELL,-4,50.0,1,5,3.31,-23.38,-23.38,-23.38,29.2,Price < SMA50 < SMA200 (downtrend) | 12-1mo return: -20.1% | RSI=58.7 (bearish zone),-1,-1,-1,1,-1,0,-1,0
SONY,21.14,WEAK SELL,-2,25.0,1,3,0.09,-20.59,-20.59,-20.59,27.4,Price < SMA50 < SMA200 (downtrend) | 12-1mo return: -17.4% | MACD line above signal,-1,-1,0,1,0,0,-1,0
WIT,2.16,NEUTRAL,0,0.0,2,2,2.37,-23.75,-23.75,-23.75,54.1,Price < SMA50 < SMA200 (downtrend) | 12-1mo return: -22.3% | RSI=35.3 (bullish zone),-1,-1,1,1,0,0,0,0
GRAB,3.62,NEUTRAL,0,0.0,2,2,-1.36,-25.97,-25.97,-25.97,36.1,Price < SMA50 < SMA200 (downtrend) | 12-1mo return: -16.2% | MACD line above signal,-1,-1,0,1,1,0,0,0
HDB,24.83,NEUTRAL,-1,12.5,2,3,-0.28,-32.73,-32.73,-32.73,38.6,Price < SMA50 < SMA200 (downtrend) | 12-1mo return: -16.6% | RSI=28.5 (oversold),-1,-1,1,-1,1,0,0,0
MANU,17.22,NEUTRAL,0,0.0,3,3,1.35,23.97,23.97,23.97,28.7,Price > SMA50 > SMA200 (uptrend) | 12-1mo return: +28.0% | RSI=74.2 (overbought),1,1,-1,1,-1,0,-1,0
NVO,36.98,SELL,-3,37.5,1,4,1.37,-44.19,-44.19,-44.19,28.4,Price < SMA50 < SMA200 (downtrend) | 12-1mo return: -43.9% | MACD line above signal,-1,-1,0,1,-1,0,-1,0
RIO,94.45,NEUTRAL,0,0.0,3,3,-0.38,65.19,65.19,65.19,34.7,Price > SMA50 > SMA200 (uptrend) | 12-1mo return: +63.8% | RSI=63.6 (bearish zone),1,1,-1,1,-1,0,-1,0
ASML,1317.23,NEUTRAL,1,12.5,2,1,-3.13,77.31,77.31,77.31,51.2,12-1mo return: +88.4% | MACD line below signal | Near lower band (BB%=0.30),0,1,0,-1,1,0,0,0
SHOP,118.25,NEUTRAL,0,0.0,2,2,-0.23,9.8,9.8,9.8,46.5,Price < SMA50 < SMA200 (downtrend) | 12-1mo return: +20.4% | RSI=44.3 (bullish zone),-1,1,1,-1,0,0,0,0
NU,14.15,WEAK BUY,2,25.0,2,0,-2.01,18.02,18.02,18.02,42.9,12-1mo return: +25.1% | MACD line above signal,0,1,0,1,0,0,0,0
BP,47.12,NEUTRAL,1,12.5,3,2,2.06,68.32,68.32,68.32,29.8,Price > SMA50 > SMA200 (uptrend) | 12-1mo return: +38.7% | RSI=69.5 (bearish zone),1,1,-1,1,-1,0,0,0
MELI,1715.52,SELL,-3,37.5,1,4,-0.2,-32.61,-32.61,-32.61,40.2,Price < SMA50 < SMA200 (downtrend) | 12-1mo return: -30.5% | RSI=55.0 (bearish zone),-1,-1,-1,1,0,0,-1,0
HSBC,84.41,NEUTRAL,0,0.0,3,3,-1.23,48.76,48.76,48.76,37.4,Price > SMA50 > SMA200 (uptrend) | 12-1mo return: +49.4% | RSI=64.5 (bearish zone),1,1,-1,1,-1,0,-1,0
DEO,73.32,NEUTRAL,1,12.5,3,2,-1.76,-31.38,-31.38,-31.38,21.7,Price < SMA50 < SMA200 (downtrend) | 12-1mo return: -23.0% | RSI=31.2 (bullish zone),-1,-1,1,1,1,0,0,0
MDB,253.12,NEUTRAL,1,12.5,2,1,1.51,33.67,33.67,33.67,45.5,Price < SMA50 < SMA200 (downtrend) | 12-1mo return: +31.0% | MACD line above signal,-1,1,0,1,0,0,0,0
VALE,16.19,NEUTRAL,0,0.0,3,3,0.87,86.81,86.81,86.81,40.4,Price > SMA50 > SMA200 (uptrend) | 12-1mo return: +85.3% | RSI=68.9 (bearish zone),1,1,-1,1,-1,0,-1,0
LTM,49.19,WEAK BUY,2,25.0,2,0,-3.17,30.69,30.69,30.69,53.1,12-1mo return: +37.3% | MACD line above signal,0,1,0,1,0,0,0,0
UL,55.45,WEAK BUY,2,25.0,3,1,-1.09,-20.6,-20.6,-20.6,25.9,RSI=16.8 (oversold) | MACD line below signal | Near lower band (BB%=0.03),0,0,1,-1,1,0,1,0
STNE,13.95,NEUTRAL,0,0.0,1,1,-2.86,4.1,4.1,4.1,42.8,Price < SMA50 < SMA200 (downtrend) | MACD line above signal,-1,0,0,1,0,0,0,0
SQM,83.21,NEUTRAL,1,12.5,3,2,1.7,164.49,164.49,164.49,50.4,Price > SMA50 > SMA200 (uptrend) | 12-1mo return: +128.9% | RSI=65.8 (bearish zone),1,1,-1,1,-1,0,0,0
PBR,20.56,NEUTRAL,-1,12.5,2,3,2.39,84.09,84.09,84.09,41.6,Price > SMA50 > SMA200 (uptrend) | 12-1mo return: +50.2% | RSI=68.4 (bearish zone),1,1,-1,-1,-1,0,0,0
COIN,171.46,WEAK SELL,-2,25.0,2,4,-0.88,-31.1,-31.1,-31.1,63.9,Price < SMA50 < SMA200 (downtrend) | 12-1mo return: -16.0% | RSI=36.4 (bullish zone),-1,-1,1,-1,1,0,0,-1
HOOD,68.9,WEAK BUY,2,25.0,4,2,-1.73,7.74,7.74,7.74,55.4,Price < SMA50 < SMA200 (downtrend) | 12-1mo return: +28.6% | RSI=43.1 (bullish zone),-1,1,1,1,1,0,0,-1
MSTR,119.83,WEAK SELL,-2,25.0,2,4,-2.4,-67.67,-67.67,-67.67,51.4,Price < SMA50 < SMA200 (downtrend) | 12-1mo return: -60.5% | RSI=33.1 (bullish zone),-1,-1,1,-1,1,0,0,-1
SNOW,151.85,WEAK SELL,-2,25.0,2,4,-0.83,-24.94,-24.94,-24.94,45.3,Price < SMA50 < SMA200 (downtrend) | 12-1mo return: -16.8% | RSI=25.0 (oversold),-1,-1,1,-1,1,0,0,-1
SMCI,23.22,WEAK SELL,-2,25.0,2,4,3.15,-43.57,-43.57,-43.57,135.7,Price < SMA50 < SMA200 (downtrend) | 12-1mo return: -20.7% | RSI=33.3 (bullish zone),-1,-1,1,-1,1,0,0,-1
PLTR,148.46,NEUTRAL,0,0.0,1,1,1.34,21.37,21.37,21.37,50.6,12-1mo return: +25.2% | MACD line below signal,0,1,0,-1,0,0,0,0
ARM,149.11,NEUTRAL,-1,12.5,1,2,-3.84,16.4,16.4,16.4,87.0,RSI=68.7 (bearish zone) | MACD line above signal | Near upper band (BB%=0.77),0,0,-1,1,-1,0,0,0
LCID,9.96,SELL,-4,50.0,0,4,4.18,-58.67,-58.67,-58.67,64.2,Price < SMA50 < SMA200 (downtrend) | 12-1mo return: -57.4% | MACD line below signal,-1,-1,0,-1,0,0,0,-1
SOFI,15.85,WEAK BUY,2,25.0,4,2,1.41,20.35,20.35,20.35,34.8,Price < SMA50 < SMA200 (downtrend) | 12-1mo return: +42.0% | RSI=27.8 (oversold),-1,1,1,1,1,0,0,-1
U,22.75,SELL,-5,62.5,1,6,3.6,-4.29,-4.29,-4.29,74.8,Price < SMA50 < SMA200 (downtrend) | 12-1mo return: -14.3% | RSI=67.0 (bearish zone),-1,-1,-1,1,-1,0,-1,-1
APP,386.37,NEUTRAL,0,0.0,3,3,-0.38,0.56,0.56,0.56,62.1,Price < SMA50 < SMA200 (downtrend) | 12-1mo return: +25.7% | RSI=29.4 (oversold),-1,1,1,-1,1,0,0,-1
OPEN,4.74,NEUTRAL,-1,12.5,2,3,3.72,590.96,590.96,590.96,73.8,Price < SMA50 < SMA200 (downtrend) | 12-1mo return: +611.4% | MACD line below signal,-1,1,0,-1,1,0,0,-1
RIVN,15.4,NEUTRAL,0,0.0,1,1,3.08,2.63,2.63,2.63,61.9,Price > SMA50 > SMA200 (uptrend) | MACD line below signal,1,0,0,-1,0,0,0,0
RBLX,60.11,SELL,-4,50.0,1,5,4.3,-29.11,-29.11,-29.11,62.2,Price < SMA50 < SMA200 (downtrend) | 12-1mo return: -20.5% | RSI=58.2 (bearish zone),-1,-1,-1,1,-1,0,-1,0
UPST,25.58,NEUTRAL,-1,12.5,2,3,0.87,-45.21,-45.21,-45.21,62.4,Price < SMA50 < SMA200 (downtrend) | 12-1mo return: -39.3% | MACD line above signal,-1,-1,0,1,1,0,0,-1
AFRM,46.31,NEUTRAL,-1,12.5,1,2,1.69,-11.03,-11.03,-11.03,55.6,Price < SMA50 < SMA200 (downtrend) | MACD line above signal | High ATR 5.80% — chaotic downtrend,-1,0,0,1,0,0,0,-1
DKNG,23.16,SELL,-3,37.5,1,4,4.51,-34.94,-34.94,-34.94,46.8,Price < SMA50 < SMA200 (downtrend) | 12-1mo return: -28.6% | RSI=34.8 (bullish zone),-1,-1,1,-1,0,0,0,-1
PENN,14.77,NEUTRAL,0,0.0,1,1,-1.53,-2.25,-2.25,-2.25,52.0,MACD line above signal | Near upper band (BB%=0.73),0,0,0,1,-1,0,0,0
CRWD,399.12,NEUTRAL,-1,12.5,2,3,1.48,-13.01,-13.01,-13.01,41.7,Price < SMA50 < SMA200 (downtrend) | 12-1mo return: -11.1% | RSI=35.6 (bullish zone),-1,-1,1,-1,1,0,0,0
ZS,138.56,NEUTRAL,0,0.0,3,3,1.38,-44.82,-44.82,-44.82,44.3,Price < SMA50 < SMA200 (downtrend) | 12-1mo return: -37.8% | RSI=32.2 (bullish zone),-1,-1,1,1,1,0,0,-1
GTLB,22.57,WEAK SELL,-2,25.0,1,3,2.68,-50.59,-50.59,-50.59,45.4,Price < SMA50 < SMA200 (downtrend) | 12-1mo return: -45.2% | MACD line above signal,-1,-1,0,1,0,0,-1,0
PANW,163.21,NEUTRAL,0,0.0,1,1,1.58,-12.17,-12.17,-12.17,41.5,12-1mo return: -14.7% | MACD bullish crossover,0,-1,0,1,0,0,0,0
DDOG,120.36,NEUTRAL,-1,12.5,2,3,1.42,2.87,2.87,2.87,49.0,Price < SMA50 < SMA200 (downtrend) | RSI=44.9 (bullish zone) | MACD line below signal,-1,0,1,-1,1,0,0,-1
NET,211.69,NEUTRAL,0,0.0,1,1,3.05,28.95,28.95,28.95,51.1,12-1mo return: +13.2% | MACD line below signal,0,1,0,-1,0,0,0,0
PATH,11.24,SELL,-4,50.0,0,4,2.0,-13.14,-13.14,-13.14,59.7,Price < SMA50 < SMA200 (downtrend) | 12-1mo return: -14.5% | MACD line below signal,-1,-1,0,-1,0,0,0,-1
HUBS,244.67,WEAK SELL,-2,25.0,2,4,0.77,-57.69,-57.69,-57.69,52.6,Price < SMA50 < SMA200 (downtrend) | 12-1mo return: -51.8% | RSI=36.7 (bullish zone),-1,-1,1,-1,1,0,0,-1
BILL,38.63,WEAK BUY,2,25.0,3,1,0.49,-10.99,-10.99,-10.99,39.4,Price < SMA50 < SMA200 (downtrend) | RSI=44.5 (bullish zone) | MACD bullish crossover,-1,0,1,1,1,0,0,0
CFLT,30.99,NEUTRAL,0,0.0,3,3,0.0,34.27,34.27,34.27,4.1,Price > SMA50 > SMA200 (uptrend) | 12-1mo return: +32.4% | RSI=78.7 (overbought),1,1,-1,-1,-1,0,0,1
RGTI,14.19,NEUTRAL,0,0.0,3,3,5.11,7.91,7.91,7.91,66.2,Price < SMA50 < SMA200 (downtrend) | 12-1mo return: +35.1% | RSI=37.3 (bullish zone),-1,1,1,-1,1,0,0,-1
ZM,82.36,WEAK SELL,-2,25.0,1,3,2.06,3.03,3.03,3.03,23.3,RSI=76.3 (overbought) | MACD line above signal | Above upper band (BB%=1.10),0,0,-1,1,-1,0,-1,0
ESTC,50.67,NEUTRAL,-1,12.5,2,3,1.52,-44.94,-44.94,-44.94,43.1,Price < SMA50 < SMA200 (downtrend) | 12-1mo return: -43.7% | MACD line above signal,-1,-1,0,1,1,0,0,-1
DOCU,48.37,WEAK SELL,-2,25.0,1,3,0.42,-43.57,-43.57,-43.57,36.3,12-1mo return: -46.1% | MACD line above signal | Near upper band (BB%=0.71),0,-1,0,1,-1,0,-1,0
QUBT,6.87,NEUTRAL,0,0.0,3,3,3.46,-44.73,-44.73,-44.73,57.0,Price < SMA50 < SMA200 (downtrend) | 12-1mo return: -34.4% | RSI=43.7 (bullish zone),-1,-1,1,1,1,0,0,-1
IONQ,29.3,WEAK SELL,-2,25.0,2,4,5.43,-32.18,-32.18,-32.18,62.6,Price < SMA50 < SMA200 (downtrend) | 12-1mo return: -14.1% | RSI=38.3 (bullish zone),-1,-1,1,-1,1,0,0,-1
OKTA,80.19,WEAK SELL,-2,25.0,1,3,1.32,-24.8,-24.8,-24.8,48.1,Price < SMA50 < SMA200 (downtrend) | 12-1mo return: -32.7% | MACD line above signal,-1,-1,0,1,-1,0,0,0
QBTS,14.32,NEUTRAL,0,0.0,3,3,4.53,-11.99,-11.99,-11.99,73.7,Price < SMA50 < SMA200 (downtrend) | 12-1mo return: +16.2% | RSI=32.2 (bullish zone),-1,1,1,-1,1,0,0,-1
TEAM,68.29,NEUTRAL,0,0.0,3,3,-1.56,-66.51,-66.51,-66.51,47.5,Price < SMA50 < SMA200 (downtrend) | 12-1mo return: -62.3% | RSI=35.8 (bullish zone),-1,-1,1,1,1,0,0,-1
JOBY,8.5,NEUTRAL,0,0.0,3,3,2.78,-0.23,-0.23,-0.23,50.2,Price < SMA50 < SMA200 (downtrend) | 12-1mo return: +16.1% | RSI=31.1 (bullish zone),-1,1,1,-1,1,0,0,-1
MQ,3.97,WEAK SELL,-2,25.0,1,3,1.02,-26.07,-26.07,-26.07,37.0,Price < SMA50 < SMA200 (downtrend) | 12-1mo return: -25.1% | MACD line below signal,-1,-1,0,-1,1,0,0,0
EVGO,1.71,NEUTRAL,0,0.0,3,3,-3.39,-56.49,-56.49,-56.49,51.6,Price < SMA50 < SMA200 (downtrend) | 12-1mo return: -36.0% | RSI=30.1 (bullish zone),-1,-1,1,1,1,0,0,-1
ACHR,5.42,WEAK SELL,-2,25.0,2,4,4.03,-48.87,-48.87,-48.87,55.2,Price < SMA50 < SMA200 (downtrend) | 12-1mo return: -36.2% | RSI=37.6 (bullish zone),-1,-1,1,-1,1,0,0,-1
NFLX,98.66,SELL,-3,37.5,1,4,3.25,-16.73,-16.73,-16.73,27.1,12-1mo return: -16.7% | RSI=59.2 (bearish zone) | MACD bullish crossover,0,-1,-1,1,-1,0,-1,0
CHPT,4.8,WEAK SELL,-2,25.0,2,4,0.42,-66.85,-66.85,-66.85,55.8,Price < SMA50 < SMA200 (downtrend) | 12-1mo return: -55.1% | RSI=37.3 (bullish zone),-1,-1,1,-1,1,0,0,-1
BLNK,0.578,NEUTRAL,0,0.0,2,2,1.4,-21.79,-21.79,-21.79,114.0,Price < SMA50 < SMA200 (downtrend) | RSI=44.7 (bullish zone) | MACD bullish crossover,-1,0,1,1,0,0,0,-1
ROKU,97.66,NEUTRAL,0,0.0,2,2,2.91,34.15,34.15,34.15,53.1,12-1mo return: +33.9% | RSI=58.9 (bearish zone) | MACD bullish crossover,0,1,-1,1,-1,0,0,0
TTD,22.05,WEAK SELL,-2,25.0,2,4,0.32,-70.55,-70.55,-70.55,48.9,Price < SMA50 < SMA200 (downtrend) | 12-1mo return: -66.4% | RSI=22.0 (oversold),-1,-1,1,-1,1,0,0,-1
WBD,27.32,WEAK BUY,2,25.0,2,0,-0.62,172.11,172.11,172.11,12.0,12-1mo return: +178.4% | MACD line above signal,0,1,0,1,0,0,0,0
APPS,2.89,NEUTRAL,0,0.0,3,3,-2.69,-40.17,-40.17,-40.17,38.2,Price < SMA50 < SMA200 (downtrend) | 12-1mo return: -11.2% | RSI=19.3 (oversold),-1,-1,1,1,1,0,0,-1
SPOT,488.97,WEAK SELL,-2,25.0,1,3,4.03,-23.2,-23.2,-23.2,42.7,Price < SMA50 < SMA200 (downtrend) | 12-1mo return: -16.1% | RSI=41.2 (bullish zone),-1,-1,1,-1,0,0,0,0
MGNI,11.89,WEAK SELL,-2,25.0,1,3,0.85,-26.74,-26.74,-26.74,37.7,Price < SMA50 < SMA200 (downtrend) | 12-1mo return: -14.8% | MACD line below signal,-1,-1,0,-1,1,0,0,0
CRTO,18.5,SELL,-3,37.5,1,4,0.38,-27.39,-27.39,-27.39,33.6,12-1mo return: -25.0% | RSI=60.0 (bearish zone) | MACD line above signal,0,-1,-1,1,-1,0,-1,0
PERI,9.87,WEAK SELL,-2,25.0,1,3,0.51,-8.61,-8.61,-8.61,40.7,12-1mo return: -18.1% | RSI=74.4 (overbought) | MACD line above signal,0,-1,-1,1,-1,0,0,0
ABNB,124.95,NEUTRAL,0,0.0,1,1,-0.19,-2.66,-2.66,-2.66,36.2,MACD line below signal | Near lower band (BB%=0.19),0,0,0,-1,1,0,0,0
PUBM,8.27,SELL,-3,37.5,0,3,0.73,-30.09,-30.09,-30.09,24.8,12-1mo return: -26.2% | RSI=60.3 (bearish zone) | MACD line below signal,0,-1,-1,-1,0,0,0,0
LYFT,13.34,NEUTRAL,0,0.0,1,1,0.38,-13.09,-13.09,-13.09,39.7,Price < SMA50 < SMA200 (downtrend) | MACD line above signal,-1,0,0,1,0,0,0,0
UBER,71.84,NEUTRAL,-1,12.5,1,2,0.18,-14.78,-14.78,-14.78,36.2,Price < SMA50 < SMA200 (downtrend) | MACD line below signal | Near lower band (BB%=0.33),-1,0,0,-1,1,0,0,0
YELP,25.15,WEAK SELL,-2,25.0,1,3,-0.16,-34.96,-34.96,-34.96,25.3,12-1mo return: -38.6% | RSI=66.0 (bearish zone) | MACD line above signal,0,-1,-1,1,-1,0,0,0
EXPE,225.3,NEUTRAL,1,12.5,2,1,-1.04,36.79,36.79,36.79,29.5,12-1mo return: +34.3% | MACD line below signal | Near lower band (BB%=0.17),0,1,0,-1,1,0,0,0
BKNG,4194.3101,WEAK SELL,-2,25.0,1,3,0.23,-23.18,-23.18,-23.18,29.1,Price < SMA50 < SMA200 (downtrend) | 12-1mo return: -22.3% | MACD line below signal,-1,-1,0,-1,1,0,0,0
DASH,156.45,NEUTRAL,0,0.0,2,2,3.95,-23.53,-23.53,-23.53,39.8,Price < SMA50 < SMA200 (downtrend) | 12-1mo return: -13.1% | RSI=44.9 (bullish zone),-1,-1,1,1,0,0,0,0
TRIP,10.85,SELL,-3,37.5,2,5,1.31,-25.48,-25.48,-25.48,49.5,Price < SMA50 < SMA200 (downtrend) | 12-1mo return: -29.5% | RSI=75.2 (overbought),-1,-1,-1,1,-1,1,-1,0
